"KeyField","RecordID","MapLoc","PropertyName","LastUpdated","Action_taken","Notes","Notes2"
200,"DR0174","DR0174","Griffin Prospect","1999-11-22 00:00:00","Data reassigned","The Oneida is a synonym for the Griffin Prospect, based on a map in the mineral property files.",
201,"DR0170d","DR0170d","Oneida South","1999-11-22 00:00:00","Deleted","This name is a synonym for the Griffin Prospect (DR 174).",
202,"DR0174","DR0174","Griffin Prospect","1999-11-22 00:00:00","Synonyms added","Oneida South and Oneida appear to be synonyms for this prospect.",
203,"DI0019","DI0019","Diane Group","2009-11-23 00:00:00","Added Synonym","Added the synonym ""McMackin Group"" due to accords from ""N.A. Degerstrom Inc. report"" in DI-25. p. 7",
204,"EC00126","EC00126","Union Jack Claims","1999-11-23 00:00:00","Added Synonym","Added the synonym ""B.E. Claims"" due to report by Steven W. Keohler, 1983 report in file.",
294,"GR0227","GR0227","Bald Eagle Mine","1999-07-30 00:00:00",,"Need MILS data to correspond to the correct MILS number.",
295,"GR0227","GR0227","Bald Eagle Mine","1999-07-30 00:00:00","MILS number changed","County code (049) was incorrect in MILS number; this mistake is believed to be a typo for ""0160030023.""  The MILS data for the incorrect number has been deleted from the record.",
296,"HA0887","HA0887","Rex Prospect","1999-07-26 00:00:00","name changed","""Rex"" is the correct name for this prospect.  It had been mis-entered as ""Ibex,"" which is the name of the adjacent property.",
297,"SA0029","SA0029","Plowboy-Bluebell Prospect","1999-10-29 00:00:00","synonym added","information in IGS's mineral property files indicates that the Mountain Chief Mine was renamed the Plowboy in the late 1950s.  The shaft (labeled Plowboy Mine) and the adits (labeled Mountain Chief Mine) are shown separately on the topographic map.",
298,"SA0030","SA0030","Mountain Chief Prospect","1999-10-29 00:00:00","synonym added","information in IGS's mineral property files indicates that the Mountain Chief Mine was renamed the Plowboy in the late 1950s.  The shaft (labeled Plowboy Mine) and the adits (labeled Mountain Chief Mine) are shown separately in the topographic map.",
299,"SA0030","SA0030","Mountain Chief Prospect","1999-11-03 00:00:00","synonym added","""Bluebell Group"" was added as a synonym, based on information in the property files.",
300,"SA0105","SA0105","Nickel Plate","1999-11-02 00:00:00","location changed","location information was changed from Latitude: 483844, Longitude: 1170201 (on southwest end of Nickelplate Mountain) to Latitude: 483848, Longitude: 1165819 (on the northeast end of Nickelplate Mountain near the highest concentration of workings.  This latitude and longitude was originally assigned to the Baldwin Group (formerly SA-106).",
301,"SA0105","SA0105","Nickel Plate Prospect","1999-10-29 00:00:00","synonym added","Baldwin Group added as synonym for this property",
302,"SA0105","SA0105","Nickel Plate Mine","1999-11-02 00:00:00","latitude and longitude deleted","The latitude and longitude originally determined for this location (Baldwin Group, formerly SA-106) were reassigned to SA-105 as being closer to the main concentration of workings on the property.",
303,"SA0105","SA0105","Nickel Plate Mine","1999-10-29 00:00:00","entry moved","This is the entry for the Baldwin Group (formerly SA 106).  Material in the files shows that the Fire Chief/Nickel Plate property was restaked in 1968 as the Baldwin Group.",
304,"SA0106","SA0106","Baldwin Group","1999-10-29 00:00:00","property deleted","Baldwin Group is a synonym for the Nickel Plate Prospect (SA 105).",
305,"SA0117","SA0117","Rat Group","1999-11-10 00:00:00","property deleted","information in the files makes it clear that ""Rat Group"" is actually a different name for the Woodrat Mine (SA-118).  The claim names, history, and ownership are identical for both properties.  The information for the ""Rat Group"" was reassigned to the Woodrat Mine.",
306,"SA0118","SA0118","Woodrat Mine","1999-11-10 00:00:00","synonym added","""Rat Group"" added as synonym for this property.",
307,"SA0118","SA0118","Woodrat Mine","1999-11-10 00:00:00","data reassigned","This information was originally attributed to the ""Rat Group"" (SA-117), but comparison of the files indicates that the two ""properties"" are actually the same site.",
308,"SA0140","SA0140","Quartz Creek Quartz Deposit","1999-12-01 00:00:00","synonym added","""Shannon Group"" is a synonym for this property",
309,"SA0140","SA0141","Shannon Group","1999-12-01 00:00:00","data reassigned","""Shannon Group"" is a synonym for SA 140; therefore the data for this property is reassigned to this number.",
310,"SA0141","SA0141","Shannon Group","1999-12-01 00:00:00","deleted","""Shannon Group"" is a synonym for the Quartz Creek Quartz Deposit (SA-140), and the data has been reassigned to that property.",
311,"WL0176","WL0176","Capitol Silver-Lead No. 1","1999-07-30 00:00:00","synonym added","The preferred spelling for this property is ""Capitol""; the ""Capital"" spelling that was originally used came from MRDS and may have been a typo in that database.",
312,"WL0468","WL0468","Tillicum Prospect","1999-07-07 00:00:00","MILS data deleted","MILS data reassigned to WL 558; data does not match this site but does fit WL 558.","Data from the reference for this property may be in error.  Chesson and others (1984) cites USBM data for this property, but USBM data places the proerty at WL 558."
313,"WL0496","WL0496","Lucky Swede Mine","1999-07-22 00:00:00","synonyms added","Historical records and geological descriptions suggest the Lucky Swede Mining Company purchased the property of the Silica Gold andCopper Mining Company.  Lucky Swede was in turn purchased by the Pearson Mining Company.",
314,"WL0496","WL0499","Lucky Swede Mine","1999-07-22 00:00:00","line added","Silica Gold and Silver Prospect information reassigned to this prospect.",
315,"WL0497","WL0497","Pearson Mine","1999-07-22 00:00:00","name modified","name changed from ""Pearson Mining Co."" to ""Pearson Mine""",
316,"WL0497","WL0497","Pearson Mine","1999-07-22 00:00:00","synonyms added","Historical records indicate that the Pearson Mining Company purchased the property of the Lucky Swede Mining Co., which had previously purchased the property of the Silica Gold and Copper Mining Co.",
317,"WL0497","WL0499","Pearson Mining Co.","1999-07-22 00:00:00","line added","Silica Gold and Silver Prospect information reassigned to this prospect.",
318,"WL0499","WL0499","Silica Gold and Copper Prospect","1999-07-22 00:00:00","property deleted","This property is a synonym for the Lucky Swede Prospect (WL-496) and the Pearson Mine (WL-497).",
319,"WL0506","WL0506","Silver Spray Prospect","1999-07-22 00:00:00","synonym added","""Slate Creek Prospect,"" described in Collier (1906) appears to be Tunnel B of the Silver Spray Prospect (Pardee, 1911).",
320,"WL0506a","WL0506","Silver Spray Prospect","1999-07-22 00:00:00","MILS and MRDS data moved","This data, originally assigned to the Slate Creek Prospect, actually corresponds to the Silver Spray's Tunnel B, which is on Slate Creek.",
321,"WL0512","WL0512","Slate Creek Prospect","1999-07-27 00:00:00","property deleted","This site, from Collier (1906), appears to be the same as Tunnel B of the Silver Spray, as described by Pardee (1911).",
322,"WL0524","WL0524","Copper Queen","1999-06-18 00:00:00","deleted","This entry, taken from Chesson and others (USGS map MF-1354-F) is seriously misplotted.  The original reference is USGS PP-478, and the property is in the Coeur d'Alene mining district (WL-467).",
323,"WL0533","WL0533","Fishhook Creek Prospect","1999-07-28 00:00:00","commodity changed","No commodity is given in Pardee (1911); he merely described pits left by the dissolution of an unspecified sulfide mineral.  Although the prospect was undoubtably searching for lead, copper, or gold, no evidence remains as to which was being sought (John Kauffman, 1999, personal communication).  However, company reports to the Idaho Mine Inspector state that the company was looking for gold and silver.",
324,"WL0534","WL0534","Lintz and Stafford Prospect","1999-08-16 00:00:00","property deleted","The Lintz and Stafford (WL-534) is the same as the Bluff Creek Copper Prospect (WL-540)",
325,"WL0538","WL0538","Black Bear Claim","1999-08-23 00:00:00","hardfile changed","Hardfile was changed to ""N"" because the material attributed to this property actually referred to the Frisco Mine (WL-309).",
326,"WL0540","WL0540","Bluff Creek Copper Prospect","1999-08-16 00:00:00","synonym added","Lintz and Stafford is a synonym for this property.",
327,"WL0540","WL0534","Bluff Creek Copper Prospect","1999-08-16 00:00:00","data reassigned","This is the MILS and MRDS data for the Lintz and Stafford Prospect, which is another name for the Bluff Creek Copper Prospect.",
328,"WL0540","WL0540","Lintz and Stafford","1999-08-16 00:00:00","hardfile changed","A copy of the MILS data for the Lintz and Stafford Prospect is in the files.  This data shows that the Lintz and Stafford is the same as the Bluff Creek Copper Prospect.",
329,"WL0558","WL0558","Granite Peak Prospects","1999-07-07 00:00:00","synonyms added","synonyms ""(Tilicum Prospect; GP Group; Elk Prairie Copper Prospect; Abe Group)"" added from MLA 3-93",
330,"WL0558","WL0558","Granite Peak Prospect","1999-07-07 00:00:00","hardfile changed to ""Y""","file orignially designated WL-468 contained information for this property.",
331,"WL0558","WL0558","Granite Peak Prospects","1999-07-07 00:00:00","reference changed to MLA 3-93","MLA report is published; ""USBM Wild River Study, St. Joe River, WFOC, Spokane"" referenced manuscript data that was never released.",
332,"WL0558","WL0558","Tilicum Prospect","1999-07-07 00:00:00","MILS entry moved from WL-468","The MILS data for ""Tilicum Prospect"" is for this prospect; Site WL-468 may be mislocated in MRDS or may be a separate site that was given the wrong name.",
333,"SA0049","SA0049","Tungsten Hill Mine","2000-01-04 00:00:00","synonyms added","The synonym ""Bull Moose Group"" and the alternate spelling ""M. & F. Mine"" were added from reports in the mineral property files.",
